4,0,protrump
5,0,protrump
9,0,protrump
10,0,antitrump
11,0,protrump
12,0,protrump
13,0,antitrump
14,0,antitrump
15,0,antitrump
16,0,antitrump
19,0,antitrump
20,0,protrump
21,0,protrump
22,0,protrump
23,0,protrump
28,0,protrump
29,0,protrump
30,0,protrump
31,0,neutral
32,0,protrump
33,0,protrump
37,0,antitrump
38,0,protrump
39,0,protrump
40,0,protrump
44,0,antitrump
45,0,protrump
46,0,antitrump
48,0,protrump
49,0,protrump
58,0,protrump
59,0,protrump
61,0,neutral
62,0,protrump
63,0,protrump
64,0,antitrump
65,0,protrump
71,0,protrump
72,0,antitrump
73,0,protrump
57,0,protrump
79,0,protrump
7,0,protrump
81,0,protrump
82,0,protrump
92,0,protrump
93,0,protrump
0,0,antitrump
103,0,protrump
104,0,protrump
105,0,antitrump
106,0,antitrump
68,0,protrump
108,0,antitrump
109,0,protrump
110,0,protrump
84,0,protrump
111,0,protrump
116,0,protrump
117,0,protrump
119,0,protrump
118,0,antitrump
121,0,neutral
122,0,protrump
123,0,protrump
124,0,protrump
127,0,protrump
128,0,protrump
129,0,antitrump
130,0,antitrump
131,0,protrump
132,0,protrump
133,0,protrump
134,0,protrump
135,0,protrump
47,0,neutral
136,0,antitrump
6,0,antitrump
137,0,antitrump
140,0,protrump
143,0,antitrump
144,0,protrump
147,0,antitrump
146,0,protrump
148,0,protrump
80,0,protrump
149,0,protrump
150,0,antitrump
151,0,antitrump
152,0,antitrump
159,0,protrump
160,0,antitrump
161,0,protrump
162,0,antitrump
163,0,antitrump
173,0,neutral
174,0,antitrump
175,0,neutral
176,0,protrump
177,0,protrump
179,0,antitrump
101,0,antitrump
180,0,antitrump
181,0,antitrump
182,0,protrump
183,0,protrump
191,0,antitrump
192,0,antitrump
196,0,protrump
195,0,protrump
198,0,antitrump
199,0,neutral
203,0,protrump
204,0,protrump
206,0,antitrump
207,0,antitrump
208,0,protrump
209,0,protrump
210,0,antitrump
211,0,antitrump
212,0,protrump
213,0,antitrump
214,0,antitrump
215,0,antitrump
216,0,antitrump
2,0,protrump
218,0,antitrump
219,0,protrump
220,0,neutral
222,0,antitrump
221,0,antitrump
223,0,protrump
224,0,antitrump
231,0,protrump
85,0,protrump
233,0,protrump
234,0,protrump
232,0,protrump
235,0,protrump
236,0,protrump
238,0,antitrump
239,0,protrump
240,0,protrump
241,0,protrump
247,0,antitrump
248,0,protrump
249,0,protrump
250,0,neutral
139,0,neutral
253,0,antitrump
254,0,neutral
255,0,protrump
1,0,protrump
256,0,neutral
257,0,neutral
261,0,protrump
164,0,protrump
262,0,protrump
263,0,protrump
264,0,protrump
52,0,protrump
270,0,protrump
153,0,antitrump
271,0,protrump
35,0,protrump
3,0,antitrump
272,0,protrump
280,0,neutral
281,0,antitrump
290,0,antitrump
291,0,antitrump
300,0,protrump
301,0,protrump
302,0,antitrump
306,0,protrump
309,0,antitrump
310,0,protrump
307,0,protrump
311,0,neutral
78,0,antitrump
321,0,protrump
322,0,antitrump
324,0,antitrump
326,0,antitrump
327,0,protrump
331,0,protrump
36,0,antitrump
333,0,protrump
336,0,antitrump
335,0,antitrump
323,0,neutral
338,0,antitrump
340,0,protrump
341,0,protrump
345,0,antitrump
346,0,antitrump
347,0,protrump
350,0,protrump
304,0,protrump
351,0,antitrump
357,0,protrump
367,0,antitrump
368,0,protrump
373,0,neutral
375,0,protrump
376,0,protrump
384,0,antitrump
385,0,antitrump
388,0,neutral
389,0,protrump
390,0,antitrump
391,0,protrump
392,0,antitrump
352,0,neutral
393,0,neutral
394,0,antitrump
396,0,protrump
189,0,neutral
401,0,protrump
402,0,antitrump
403,0,antitrump
404,0,neutral
405,0,antitrump
406,0,protrump
414,0,neutral
421,0,protrump
422,0,neutral
428,0,neutral
436,0,protrump
284,0,protrump
441,0,protrump
442,0,protrump
445,0,antitrump
285,0,protrump
449,0,protrump
451,0,protrump
155,0,neutral
17,0,protrump
450,0,protrump
452,0,antitrump
453,0,antitrump
454,0,protrump
455,0,antitrump
456,0,neutral
459,0,neutral
460,0,neutral
462,0,antitrump
463,0,protrump
465,0,antitrump
464,0,antitrump
468,0,neutral
469,0,antitrump
185,0,neutral
473,0,antitrump
417,0,protrump
478,0,protrump
188,0,protrump
100,0,protrump
479,0,protrump
481,0,protrump
482,0,antitrump
380,0,protrump
484,0,antitrump
485,0,antitrump
487,0,protrump
317,0,protrump
488,0,protrump
489,0,protrump
490,0,protrump
431,0,protrump
400,0,protrump
491,0,antitrump
492,0,neutral
493,0,protrump
499,0,antitrump
500,0,protrump
502,0,antitrump
377,0,neutral
504,0,neutral
505,0,protrump
506,0,protrump
507,0,antitrump
508,0,protrump
511,0,protrump
512,0,neutral
513,0,protrump
518,0,protrump
25,0,protrump
522,0,protrump
524,0,neutral
526,0,protrump
276,0,antitrump
527,0,antitrump
528,0,protrump
531,0,protrump
537,0,antitrump
536,0,protrump
544,0,protrump
549,0,protrump
559,0,protrump
560,0,protrump
561,0,protrump
90,0,protrump
567,0,protrump
572,0,neutral
244,0,protrump
42,0,neutral
474,0,antitrump
168,0,antitrump
305,0,neutral
8,0,antitrump
584,0,protrump
583,0,protrump
590,0,protrump
589,0,protrump
197,0,protrump
74,0,protrump
597,0,antitrump
599,0,antitrump
600,0,protrump
570,0,protrump
601,0,antitrump
602,0,neutral
386,0,antitrump
604,0,neutral
606,0,protrump
613,0,antitrump
615,0,antitrump
616,0,antitrump
617,0,antitrump
344,0,protrump
618,0,antitrump
624,0,neutral
637,0,protrump
638,0,protrump
641,0,neutral
643,0,protrump
621,0,protrump
669,0,protrump
670,0,protrump
673,0,neutral
675,0,protrump
676,0,protrump
679,0,antitrump
680,0,antitrump
691,0,neutral
692,0,protrump
693,0,protrump
694,0,protrump
695,0,protrump
696,0,protrump
697,0,protrump
446,0,antitrump
698,0,protrump
699,0,antitrump
700,0,protrump
701,0,antitrump
704,0,antitrump
705,0,protrump
706,0,protrump
461,0,protrump
707,0,protrump
708,0,neutral
709,0,antitrump
710,0,protrump
713,0,antitrump
717,0,protrump
718,0,antitrump
720,0,protrump
725,0,antitrump
726,0,protrump
728,0,antitrump
729,0,neutral
731,0,protrump
733,0,protrump
740,0,antitrump
741,0,protrump
743,0,neutral
744,0,antitrump
745,0,protrump
746,0,neutral
751,0,protrump
756,0,protrump
757,0,antitrump
758,0,antitrump
759,0,neutral
555,0,protrump
772,0,antitrump
77,0,antitrump
780,0,protrump
230,0,neutral
790,0,protrump
792,0,antitrump
742,0,protrump
793,0,protrump
794,0,protrump
795,0,protrump
800,0,antitrump
801,0,antitrump
788,0,protrump
806,0,antitrump
807,0,antitrump
426,0,protrump
811,0,protrump
812,0,neutral
815,0,antitrump
817,0,antitrump
818,0,protrump
820,0,neutral
821,0,antitrump
609,0,protrump
823,0,protrump
824,0,protrump
477,0,protrump
825,0,protrump
592,0,neutral
830,0,antitrump
832,0,protrump
834,0,protrump
835,0,neutral
791,0,antitrump
184,0,neutral
325,0,protrump
836,0,protrump
837,0,protrump
797,0,protrump
839,0,protrump
434,0,protrump
418,0,protrump
843,0,protrump
844,0,protrump
845,0,protrump
846,0,protrump
847,0,protrump
848,0,protrump
849,0,protrump
661,0,protrump
653,0,protrump
853,0,antitrump
854,0,protrump
855,0,neutral
859,0,protrump
538,0,protrump
864,0,antitrump
871,0,protrump
872,0,protrump
370,0,protrump
429,0,neutral
782,0,protrump
120,0,protrump
639,0,protrump
882,0,protrump
881,0,antitrump
892,0,protrump
895,0,protrump
902,0,neutral
251,0,protrump
898,0,protrump
908,0,protrump
94,0,protrump
674,0,antitrump
915,0,protrump
916,0,protrump
610,0,protrump
359,0,antitrump
374,0,neutral
379,0,antitrump
312,0,antitrump
943,0,neutral
944,0,protrump
816,0,antitrump
954,0,protrump
366,0,neutral
964,0,protrump
965,0,protrump
969,0,antitrump
69,0,antitrump
828,0,antitrump
974,0,protrump
963,0,protrump
259,0,protrump
658,0,antitrump
986,0,protrump
987,0,protrump
875,0,protrump
945,0,antitrump
1001,1,protrump
1002,1,antitrump
1003,1,protrump
1004,1,protrump
1005,1,protrump
1006,1,protrump
1009,1,antitrump
1010,1,protrump
1011,1,protrump
1012,1,protrump
1013,1,protrump
1018,1,antitrump
1019,1,protrump
1024,1,protrump
1026,1,protrump
1025,1,protrump
1031,1,neutral
1032,1,antitrump
1037,1,protrump
1038,1,antitrump
1039,1,protrump
1040,1,protrump
1041,1,neutral
1045,1,protrump
1046,1,antitrump
1049,1,protrump
1050,1,protrump
1051,1,neutral
1053,1,protrump
1054,1,protrump
1055,1,protrump
1056,1,protrump
1057,1,protrump
1059,1,neutral
1060,1,antitrump
1065,1,antitrump
1064,1,antitrump
1066,1,protrump
1067,1,antitrump
1068,1,neutral
1069,1,neutral
1080,1,antitrump
1081,1,antitrump
1082,1,protrump
1083,1,protrump
1091,1,antitrump
1090,1,antitrump
1092,1,antitrump
1096,1,protrump
1097,1,protrump
1102,1,protrump
1106,1,neutral
1107,1,antitrump
1108,1,antitrump
1116,1,antitrump
1117,1,antitrump
1119,1,neutral
1118,1,protrump
1126,1,antitrump
1127,1,protrump
1148,1,protrump
1149,1,protrump
1153,1,neutral
1154,1,protrump
1155,1,neutral
1104,1,neutral
1165,1,antitrump
1128,1,antitrump
1166,1,protrump
1167,1,protrump
1139,1,protrump
1171,1,antitrump
1172,1,protrump
1173,1,protrump
1174,1,protrump
1181,1,protrump
1101,1,protrump
1182,1,protrump
1183,1,antitrump
1184,1,neutral
1187,1,antitrump
1186,1,antitrump
1193,1,protrump
1015,1,antitrump
1200,1,protrump
1201,1,antitrump
1204,1,antitrump
1205,1,protrump
1212,1,neutral
1213,1,protrump
1214,1,protrump
1215,1,protrump
1217,1,protrump
1111,1,protrump
1047,1,protrump
1219,1,protrump
1221,1,protrump
1222,1,antitrump
1223,1,protrump
1224,1,neutral
1225,1,protrump
1228,1,protrump
1229,1,protrump
1230,1,protrump
1231,1,protrump
1232,1,protrump
1233,1,protrump
1234,1,protrump
1235,1,antitrump
1072,1,neutral
1239,1,antitrump
1240,1,protrump
1242,1,antitrump
1246,1,antitrump
1093,1,protrump
1247,1,protrump
1248,1,antitrump
1062,1,antitrump
1100,1,antitrump
1251,1,neutral
1252,1,antitrump
1253,1,protrump
1254,1,antitrump
1255,1,protrump
1071,1,neutral
1256,1,protrump
1257,1,protrump
1258,1,neutral
1259,1,protrump
1260,1,antitrump
1261,1,antitrump
1262,1,protrump
1263,1,protrump
1265,1,protrump
1266,1,protrump
1267,1,protrump
1268,1,antitrump
1269,1,protrump
1270,1,protrump
1272,1,protrump
