11,0,protrump
12,0,protrump
14,0,protrump
17,0,neutral
30,0,protrump
56,1,protrump
57,1,neutral
58,1,antitrump
59,1,antitrump
61,1,antitrump
62,1,protrump
63,1,protrump
74,1,protrump
75,1,protrump
60,1,antitrump
76,1,protrump
77,1,neutral
78,1,antitrump
80,1,protrump
81,1,protrump
82,1,protrump
83,1,antitrump
90,1,antitrump
91,1,protrump
92,1,protrump
93,1,protrump
96,1,protrump
97,1,antitrump
98,1,protrump
99,1,protrump
102,1,protrump
103,1,antitrump
106,1,neutral
107,1,protrump
114,1,antitrump
115,1,protrump
116,1,antitrump
117,1,antitrump
120,1,antitrump
121,1,protrump
125,1,protrump
126,1,protrump
127,1,protrump
131,1,protrump
132,1,protrump
133,1,protrump
134,1,protrump
135,1,protrump
136,1,neutral
137,1,protrump
138,1,protrump
151,1,protrump
152,1,antitrump
157,1,antitrump
158,1,antitrump
161,1,protrump
162,1,protrump
68,1,protrump
165,1,protrump
167,1,protrump
171,1,protrump
172,1,protrump
174,1,antitrump
176,1,protrump
177,1,protrump
179,1,protrump
180,1,protrump
182,1,neutral
183,1,antitrump
184,1,protrump
185,1,protrump
186,1,neutral
187,1,protrump
188,1,antitrump
189,1,neutral
192,1,protrump
193,1,protrump
163,1,neutral
196,1,protrump
197,1,protrump
206,1,antitrump
207,1,protrump
208,1,protrump
212,1,antitrump
122,1,antitrump
214,1,antitrump
215,1,protrump
219,1,protrump
220,1,protrump
221,1,protrump
222,1,antitrump
231,1,protrump
202,1,protrump
111,1,protrump
234,1,protrump
150,1,protrump
235,1,protrump
236,1,neutral
237,1,protrump
246,1,neutral
245,1,protrump
247,1,protrump
252,1,protrump
253,1,protrump
255,1,neutral
256,1,protrump
257,1,protrump
258,1,antitrump
259,1,antitrump
142,1,antitrump
261,1,antitrump
263,1,protrump
264,1,neutral
265,1,antitrump
266,1,protrump
270,1,protrump
156,1,protrump
271,1,protrump
272,1,protrump
273,1,neutral
275,1,antitrump
276,1,protrump
277,1,neutral
278,1,protrump
279,1,antitrump
280,1,protrump
281,1,protrump
282,1,protrump
291,1,protrump
292,1,protrump
293,1,antitrump
